chrom	start	end	strand	name	commonName	type	source	novel
chr11	91451	92898	+	SY_K0035W	SY_K0035W	SUT	genenv	TRUE
chr11	92307	93577	+	SUT225	SUT225	SUT	XU09	FALSE
chr11	93725	94227	+	SY_K0037W	SY_K0037W	SUT	genenv	TRUE
chr11	94255	96479	+	YKL185W	ASH1	ORF-T	SGD	FALSE
chr11	96687	98464	+	YKL184W	SPE1	ORF-T	SGD	FALSE
chr11	98632	100144	+	YKL183W	LOT5	ORF-T	SGD	FALSE
chr11	100232	107032	+	YKL182W	FAS1	ORF-T	SGD	FALSE
chr11	107224	108888	+	YKL181W	PRS1	ORF-T	SGD	FALSE
chr11	109312	110392	+	YKL180W	RPL17A	ORF-T	SGD	FALSE
chr11	113630	114310	+	SY_K0044W	SY_K0044W	SUT	genenv	TRUE
chr11	114310	114841	+	YKL177W	YKL177W	ORF-T	SGD	TRUE
chr11	115218	115682	+	SUT226	SUT226	SUT	XU09	FALSE
chr11	118850	120594	+	YKL175W	ZRT3	ORF-T	SGD	FALSE
chr11	122530	125754	+	YKL173W	SNU114	ORF-T	SGD	FALSE
chr11	125850	127318	+	YKL172W	EBP2	ORF-T	SGD	FALSE
chr11	127438	130542	+	YKL171W	NNK1	ORF-T	SGD	FALSE
chr11	130662	131366	+	YKL170W	MRPL38	ORF-T	SGD	FALSE
chr11	136932	138113	+	SY_K0052W	SY_K0052W	SUT	genenv	TRUE
chr11	138025	139029	+	SY_K0053W	SY_K0053W	SUT	genenv	TRUE
chr11	141274	141746	+	SY_K0054W	SY_K0054W	SUT	genenv	TRUE
chr11	141775	142927	+	SY_K0055W	SY_K0055W	SUT	genenv	TRUE
chr11	143455	143743	+	SUT228	SUT228	SUT	XU09	FALSE
chr11	143775	144447	+	SUT228	SUT228	SUT	XU09	FALSE
chr11	144455	146206	+	YKL163W	PIR3	ORF-T	SGD	FALSE
chr11	151537	153337	+	SUT229	SUT229	SUT	XU09	FALSE
chr11	153601	154177	+	YKL160W	ELF1	ORF-T	SGD	FALSE
chr11	154209	155272	+	SUT230	SUT230	SUT	XU09	FALSE
chr11	155361	158833	+	YKL157W	APE2	ORF-T	SGD	FALSE
chr11	158977	159802	+	YKL156W	RPS27A	ORF-T	SGD	FALSE
chr11	161922	162802	+	YKL154W	SRP102	ORF-T	SGD	FALSE
chr11	163099	163866	+	SY_K0065W	SY_K0065W	SUT	genenv	TRUE
chr11	163364	163482	+	SY_K0066W	SY_K0066W	SUT	genenv	TRUE
chr11	165284	166524	+	YKL150W	MCR1	ORF-T	XU09	FALSE
chr11	166790	168001	+	YKL150W	MCR1	ORF-T	SGD	FALSE
chr11	172030	174352	+	YKL146W	AVT3	ORF-T	SGD	FALSE
chr11	174560	176184	+	YKL145W	RPT1	ORF-T	SGD	FALSE
chr11	176240	176976	+	SY_K0071W	SUT_SY0343	SUT	XU11	FALSE
chr11	177144	178744	+	YKL143W	LTV1	ORF-T	SGD	FALSE
chr11	178856	179664	+	YKL142W	MRP8	ORF-T	SGD	FALSE
chr11	180041	180817	+	YKL141W	SDH3	ORF-T	SGD	FALSE
chr11	180889	183073	+	YKL140W	TGL1	ORF-T	SGD	FALSE
chr11	183123	185018	+	YKL139W	CTK1	ORF-T	SGD	FALSE
chr11	186322	186920	+	YKL137W	CMC1	ORF-T	SGD	FALSE
chr11	195624	196154	+	SUT231	SUT231	SUT	XU09	FALSE
chr11	200754	202432	+	SUT232	SUT232	SUT	XU09	FALSE
chr11	202464	203646	+	tK(CUU)K	tK(CUU)K	other	SGD	FALSE
chr11	203958	205870	+	YKL127W	PGM1	ORF-T	SGD	FALSE
chr11	205950	208246	+	YKL126W	YPK1	ORF-T	SGD	FALSE
chr11	208551	210751	+	YKL125W	RRN3	ORF-T	SGD	FALSE
chr11	210823	212945	+	YKL124W	SSH4	ORF-T	SGD	FALSE
chr11	214348	217340	+	YKL121W	DGR2	ORF-T	SGD	FALSE
chr11	217637	219045	+	YKL120W	OAC1	ORF-T	SGD	FALSE
chr11	220582	221662	+	YKL117W	SBA1	ORF-T	SGD	FALSE
chr11	224263	225090	+	CUT228	CUT228	CUT	XU09	FALSE
chr11	226838	229262	+	YKL112W	ABF1	ORF-T	SGD	FALSE
chr11	230701	231114	+	SUT233	SUT233	SUT	XU09	FALSE
chr11	231766	232262	+	SUT233	SUT233	SUT	XU09	FALSE
chr11	232358	234718	+	YKL109W	HAP4	ORF-T	SGD	FALSE
chr11	234806	236358	+	YKL108W	SLD2	ORF-T	SGD	FALSE
chr11	236548	237759	+	YKL107W	YKL107W	ORF-T	SGD	TRUE
chr11	237870	239430	+	YKL106W	AAT1	ORF-T	SGD	FALSE
chr11	245054	245379	+	SY_K0096W	SY_K0096W	SUT	genenv	TRUE
chr11	246649	249307	+	CUT229	CUT229	CUT	XU09	FALSE
chr11	248990	253951	+	YKL101W	HSL1	ORF-T	SGD	FALSE
chr11	257176	258512	+	YKL098W	MTC2	ORF-T	SGD	FALSE
chr11	259625	260177	+	YKL096W-A	CWP2	ORF-T	SGD	FALSE
chr11	260737	261327	+	SY_K0101W	SY_K0101W	SUT	genenv	TRUE
chr11	261555	262419	+	YKL096W	CWP1	ORF-T	SGD	FALSE
chr11	262571	263787	+	YKL095W	YJU2	ORF-T	SGD	FALSE
chr11	263803	264923	+	YKL094W	YJU3	ORF-T	SGD	FALSE
chr11	265139	266596	+	YKL093W	MBR1	ORF-T	SGD	FALSE
chr11	271251	271930	+	SY_K0106W	SY_K0106W	SUT	genenv	TRUE
chr11	272316	273716	+	YKL090W	CUE2	ORF-T	SGD	FALSE
chr11	273804	275724	+	YKL089W	MIF2	ORF-T	SGD	FALSE
chr11	275740	277685	+	YKL088W	CAB3	ORF-T	SGD	FALSE
chr11	278526	279468	+	YKL086W	SRX1	ORF-T	SGD	FALSE
chr11	279468	280845	+	YKL085W	MDH1	ORF-T	SGD	FALSE
chr11	280853	281411	+	YKL084W	HOT13	ORF-T	SGD	FALSE
chr11	283323	285163	+	snR38	SNR38	other	SGD	FALSE
chr11	285395	286787	+	YKL080W	VMA5	ORF-T	SGD	FALSE
chr11	286899	289139	+	YKL079W	SMY1	ORF-T	SGD	FALSE
chr11	289211	291667	+	YKL078W	DHR2	ORF-T	SGD	FALSE
chr11	291787	293427	+	YKL077W	YKL077W	ORF-T	SGD	FALSE
chr11	296859	299611	+	YKL073W	LHS1	ORF-T	SGD	FALSE
chr11	299875	302846	+	YKL072W	STB6	ORF-T	SGD	FALSE
chr11	304739	305355	+	YKL071W	YKL071W	ORF-T	XU09	TRUE
chr11	305495	306551	+	YKL071W	YKL071W	ORF-T	SGD	FALSE
chr11	306632	307532	+	YKL070W	YKL070W	ORF-T	SGD	TRUE
chr11	307104	307488	+	SY_K0123W	SY_K0123W	SUT	genenv	TRUE
chr11	307771	308508	+	YKL069W	YKL069W	ORF-T	SGD	FALSE
chr11	309630	310263	+	YKL068W-A	YKL068W-A	ORF-T	SGD	FALSE
chr11	310591	313906	+	YKL068W	NUP100	ORF-T	SGD	FALSE
chr11	315373	316126	+	YKL067W	YNK1	ORF-T	SGD	FALSE
chr11	316279	317034	+	YKL065W-A	YKL065W-A	ORF-T	SGD	FALSE
chr11	318157	321446	+	YKL064W	MNR2	ORF-T	SGD	FALSE
chr11	321526	322094	+	SY_K0130W	SUT_SY0349	SUT	XU11	FALSE
chr11	323714	326209	+	YKL062W	MSN4	ORF-T	SGD	FALSE
chr11	326401	327057	+	YKL061W	YKL061W	ORF-T	SGD	FALSE
chr11	327114	327941	+	SY_K0133W	SY_K0133W	SUT	genenv	TRUE
chr11	329210	329697	+	CUT231	CUT231	CUT	XU09	FALSE
chr11	330775	331543	+	YKL058W	TOA2	ORF-T	XU09	FALSE
chr11	330790	331381	+	YKL058W	TOA2	ORF-T	SGD	FALSE
chr11	339849	340265	+	SY_K0137W	SUT_SY0350	SUT	XU11	FALSE
chr11	341515	341797	+	YKL051W	SFK1	ORF-T	XU09	TRUE
chr11	341813	343486	+	YKL051W	SFK1	ORF-T	SGD	FALSE
chr11	350120	351880	+	YKL047W	YKL047W	ORF-T	SGD	FALSE
chr11	353811	354032	+	SY_K0141W	SY_K0141W	SUT	genenv	TRUE
chr11	354128	355912	+	YKL045W	PRI2	ORF-T	SGD	FALSE
chr11	356137	357170	+	YKL044W	YKL044W	other	XU09	FALSE
chr11	357186	358677	+	YKL043W	PHD1	ORF-T	SGD	FALSE
chr11	359014	360439	+	YKL042W	SPC42	ORF-T	SGD	FALSE
chr11	360752	361616	+	YKL041W	VPS24	ORF-T	SGD	FALSE
chr11	363183	365152	+	YKL039W	PTM1	ORF-T	SGD	FALSE
chr11	365488	365584	+	snR69	SNR69	other	SGD	FALSE
chr11	366000	370138	+	YKL038W	RGT1	ORF-T	SGD	FALSE
chr11	370482	372267	+	YKL035W	UGP1	ORF-T	SGD	FALSE
chr11	372443	374900	+	YKL034W	TUL1	ORF-T	SGD	FALSE
chr11	375108	376044	+	YKL033W-A	YKL033W-A	ORF-T	SGD	FALSE
chr11	376132	379701	+	YKL033W	TTI1	ORF-T	SGD	FALSE
chr11	380865	381305	+	SY_K0154W	SUT_SY0353	SUT	XU11	FALSE
chr11	381561	381761	+	SY_K0155W	SUT_SY0354	SUT	XU11	FALSE
chr11	382425	383195	+	YKL031W	YKL031W	ORF-T	SGD	TRUE
chr11	384438	384734	+	SY_K0157W	SY_K0157W	SUT	genenv	TRUE
chr11	384822	385501	+	SY_K0158W	SY_K0158W	SUT	genenv	TRUE
chr11	386456	388080	+	YKL028W	TFA1	ORF-T	SGD	FALSE
chr11	388184	389841	+	YKL027W	YKL027W	ORF-T	SGD	FALSE
chr11	390692	391054	+	CUT236	CUT236	CUT	XU09	FALSE
chr11	390910	391216	+	CUT236	CUT236	CUT	XU09	FALSE
chr11	394417	395442	+	YKL023W	YKL023W	ORF-T	SGD	FALSE
chr11	395466	396658	+	SY_K0164W	SUT_SY0356	SUT	XU11	FALSE
chr11	403218	404290	+	YKL019W	RAM2	ORF-T	SGD	FALSE
chr11	404722	405946	+	YKL018W	SWD2	ORF-T	SGD	FALSE
chr11	409187	412371	+	YKL015W	PUT3	ORF-T	SGD	FALSE
chr11	412525	412761	+	SY_K0168W	SY_K0168W	SUT	genenv	TRUE
chr11	417900	418137	+	SY_K0169W	SY_K0169W	SUT	genenv	TRUE
chr11	418947	420947	+	YKL012W	PRP40	ORF-T	SGD	FALSE
chr11	421060	421592	+	CUT237	CUT237	CUT	XU09	FALSE
chr11	426891	427811	+	YKL009W	MRT4	ORF-T	SGD	FALSE
chr11	427986	429492	+	SY_K0173W	SY_K0173W	SUT	genenv	TRUE
chr11	429995	430995	+	YKL007W	CAP1	ORF-T	SGD	FALSE
chr11	431857	432130	+	SY_K0175W	SY_K0175W	SUT	genenv	TRUE
chr11	432556	433558	+	YKL006W	RPL14A	ORF-T	SGD	FALSE
chr11	435957	437653	+	YKL004W	AUR1	ORF-T	SGD	FALSE
chr11	438445	439525	+	YKL002W	DID4	ORF-T	SGD	FALSE
chr11	442471	442855	+	SY_K0179W	SY_K0179W	SUT	genenv	TRUE
chr11	443731	445723	+	YKR002W	PAP1	ORF-T	SGD	FALSE
chr11	445955	447547	+	YKR003W	OSH6	ORF-T	SGD	FALSE
chr11	447596	448423	+	SUT235	SUT235	SUT	XU09	FALSE
chr11	448053	448481	+	SUT235	SUT235	SUT	XU09	FALSE
chr11	452155	452771	+	YKR007W	MEH1	ORF-T	SGD	FALSE
chr11	452915	455051	+	YKR008W	RSC4	ORF-T	SGD	FALSE
chr11	456123	457875	+	SUT236	SUT236	SUT	XU09	FALSE
chr11	458168	458375	+	SY_K0187W	SY_K0187W	SUT	genenv	TRUE
chr11	462347	463547	+	SUT237	SUT237	SUT	XU09	FALSE
chr11	464603	466033	+	YKR013W	PRY2	ORF-T	SGD	FALSE
chr11	467131	469464	+	SUT238	SUT238	SUT	XU09	FALSE
chr11	469524	470114	+	SY_K0191W	SY_K0191W	SUT	genenv	TRUE
chr11	470453	472382	+	YKR016W	FCJ1	ORF-T	SGD	FALSE
chr11	479079	479871	+	YKR020W	VPS51	ORF-T	SGD	FALSE
chr11	479962	482938	+	YKR021W	ALY1	ORF-T	SGD	FALSE
chr11	484163	485891	+	YKR023W	YKR023W	ORF-T	SGD	FALSE
chr11	488515	489547	+	YKR025W	RPC37	ORF-T	SGD	FALSE
chr11	490728	491053	+	CUT241	CUT241	CUT	XU09	FALSE
chr11	492086	494574	+	YKR027W	BCH2	ORF-T	SGD	FALSE
chr11	494710	498303	+	YKR028W	SAP190	ORF-T	SGD	FALSE
chr11	500895	502047	+	YKR030W	GMH1	ORF-T	SGD	FALSE
chr11	507563	508567	+	YKR034W	DAL80	ORF-T	SGD	TRUE
chr11	508765	509501	+	YKR035W-A	DID2	ORF-T	SGD	FALSE
chr11	515319	515703	+	SUT239	SUT239	SUT	XU09	FALSE
chr11	515791	518175	+	YKR039W	GAP1	ORF-T	SGD	FALSE
chr11	519363	520483	+	YKR041W	YKR041W	ORF-T	SGD	FALSE
chr11	520483	522027	+	YKR042W	UTH1	ORF-T	SGD	FALSE
chr11	523108	524596	+	YKR044W	UIP5	ORF-T	SGD	FALSE
chr11	525318	526494	+	YKR047W	YKR047W	other	XU09	FALSE
chr11	528054	531728	+	YKR050W	TRK2	ORF-T	SGD	FALSE
chr11	531993	533481	+	YKR051W	YKR051W	ORF-T	SGD	FALSE
chr11	535129	536745	+	SUT240	SUT240	SUT	XU09	FALSE
chr11	535177	535295	+	SUT240	SUT240	SUT	XU09	FALSE
chr11	537244	537658	+	SY_K0213W	SY_K0213W	SUT	genenv	TRUE
chr11	537894	539075	+	SY_K0214W	SY_K0214W	SUT	genenv	TRUE
chr11	549354	550650	+	YKR055W	RHO4	ORF-T	SGD	FALSE
chr11	550762	552690	+	YKR056W	TRM2	ORF-T	SGD	FALSE
chr11	552802	553706	+	YKR057W	RPS21A	ORF-T	SGD	FALSE
chr11	553810	555930	+	YKR058W	GLG1	ORF-T	SGD	FALSE
chr11	556050	557602	+	YKR059W	TIF1	ORF-T	SGD	FALSE
chr11	557698	558602	+	YKR060W	UTP30	ORF-T	SGD	FALSE
chr11	558618	560427	+	YKR061W	KTR2	ORF-T	SGD	FALSE
chr11	560835	562099	+	YKR062W	TFA2	ORF-T	SGD	FALSE
chr11	562259	563529	+	SY_K0223W	SY_K0223W	SUT	genenv	TRUE
chr11	563692	566501	+	YKR064W	OAF3	ORF-T	SGD	FALSE
chr11	568976	571504	+	YKR067W	GPT2	ORF-T	SGD	FALSE
chr11	571622	571947	+	SY_K0226W	SY_K0226W	SUT	genenv	TRUE
chr11	572419	572715	+	SY_K0227W	SY_K0227W	SUT	genenv	TRUE
chr11	572656	574641	+	YKR069W	MET1	ORF-T	SGD	FALSE
chr11	574737	576081	+	YKR070W	YKR070W	ORF-T	SGD	FALSE
chr11	577482	578506	+	SY_K0230W	SUT_SY0364	SUT	XU11	FALSE
chr11	580362	581074	+	YKR074W	AIM29	ORF-T	SGD	FALSE
chr11	581626	582050	+	YKR075W-A	YKR075W-A	other	XU09	FALSE
chr11	582682	583332	+	CUT244	CUT244	CUT	XU09	FALSE
chr11	583387	584731	+	YKR076W	ECM4	ORF-T	SGD	FALSE
chr11	584811	586019	+	YKR077W	MSA2	ORF-T	SGD	FALSE
chr11	586092	588044	+	YKR078W	YKR078W	ORF-T	SGD	FALSE
chr11	589401	589637	+	SY_K0237W	SY_K0237W	SUT	genenv	TRUE
chr11	591444	592757	+	YKR080W	MTD1	ORF-T	SGD	FALSE
chr11	593973	597557	+	YKR082W	NUP133	ORF-T	SGD	FALSE
chr11	601045	604573	+	YKR086W	PRP16	ORF-T	SGD	FALSE
chr11	606806	608070	+	SUT241	SUT241	SUT	XU09	FALSE
chr11	609903	612479	+	YKR090W	PXL1	ORF-T	SGD	FALSE
chr11	612591	613696	+	YKR091W	SRL3	ORF-T	SGD	FALSE
chr11	616700	618973	+	YKR093W	PTR2	ORF-T	SGD	FALSE
chr11	620856	626833	+	YKR095W	MLP1	ORF-T	SGD	FALSE
chr11	627041	627587	+	YKR095W-A	PCC1	ORF-T	SGD	FALSE
chr11	627707	631782	+	YKR096W	YKR096W	ORF-T	SGD	FALSE
chr11	632050	634353	+	YKR097W	PCK1	ORF-T	XU09	FALSE
chr11	633072	634265	+	YKR097W	PCK1	ORF-T	SGD	FALSE
chr11	636770	639611	+	YKR099W	BAS1	ORF-T	SGD	FALSE
chr11	641764	643980	+	YKR101W	SIR1	ORF-T	SGD	FALSE
chr11	644188	647511	+	YKR102W	FLO10	ORF-T	XU09	TRUE
chr11	647574	651354	+	YKR102W	FLO10	ORF-T	SGD	FALSE
chr11	651779	654767	+	YKR103W	NFT1	ORF-T	XU09	TRUE
chr11	654377	659634	+	YKR103W	NFT1	ORF-T	SGD	FALSE
chr11	657311	659429	+	YKR104W	YKR104W	ORF-T	SGD	FALSE
chr11	3240	5816	-	YKL222C	YKL222C	ORF-T	SGD	FALSE
chr11	6008	7810	-	SUT652	SUT652	SUT	XU09	FALSE
chr11	6017	6408	-	SY_K0259C	SUT_SY0874	SUT	XU11	FALSE
chr11	8328	11310	-	YKL220C	FRE2	ORF-T	XU09	FALSE
chr11	8597	11288	-	YKL220C	FRE2	ORF-T	SGD	FALSE
chr11	11337	14436	-	SUT653	SUT653	SUT	XU09	FALSE
chr11	17184	18552	-	YKL218C	SRY1	ORF-T	SGD	FALSE
chr11	18567	19884	-	SUT655	SUT655	SUT	XU09	FALSE
chr11	19944	21212	-	SUT656	SUT656	SUT	XU09	FALSE
chr11	21264	22127	-	SUT657	SUT657	SUT	XU09	FALSE
chr11	22201	23889	-	SUT658	SUT658	SUT	XU09	FALSE
chr11	26426	30827	-	YKL215C	OXP1	ORF-T	SGD	FALSE
chr11	30947	31843	-	YKL214C	YRA2	ORF-T	SGD	FALSE
chr11	31955	34243	-	YKL213C	DOA1	ORF-T	SGD	FALSE
chr11	34787	36378	-	SY_K0271C	SY_K0271C	SUT	genenv	TRUE
chr11	36539	38308	-	YKL211C	TRP3	ORF-T	SGD	FALSE
chr11	42372	46452	-	YKL209C	STE6	ORF-T	SGD	FALSE
chr11	48974	49870	-	YKL206C	ADD66	ORF-T	SGD	FALSE
chr11	55702	63625	-	YKL203C	TOR2	ORF-T	SGD	FALSE
chr11	63761	67704	-	YKL201C	MNN4	ORF-T	SGD	FALSE
chr11	68224	70621	-	YKL198C	PTK1	ORF-T	SGD	FALSE
chr11	70645	73989	-	YKL197C	PEX1	ORF-T	SGD	FALSE
chr11	74858	75711	-	YKL196C	YKT6	ORF-T	SGD	FALSE
chr11	76160	76608	-	SY_K0280C	SY_K0280C	SUT	genenv	TRUE
chr11	77135	78783	-	YKL194C	MST1	ORF-T	SGD	FALSE
chr11	78871	80035	-	YKL193C	SDS22	ORF-T	SGD	FALSE
chr11	80123	80747	-	YKL192C	ACP1	ORF-T	SGD	FALSE
chr11	86229	89031	-	YKL188C	PXA2	ORF-T	SGD	FALSE
chr11	86263	88609	-	YKL188C	PXA2	ORF-T	SGD	FALSE
chr11	89255	91790	-	YKL187C	YKL187C	ORF-T	SGD	FALSE
chr11	89299	91239	-	YKL187C	YKL187C	ORF-T	SGD	FALSE
chr11	92802	93907	-	YKL186C	MTR2	ORF-T	SGD	FALSE
chr11	94274	94498	-	SY_K0289C	SY_K0289C	SUT	genenv	TRUE
chr11	96145	96498	-	CUT704	CUT704	CUT	XU09	FALSE
chr11	110308	112660	-	YKL179C	COY1	ORF-T	SGD	FALSE
chr11	113036	114876	-	YKL178C	STE3	ORF-T	XU09	FALSE
chr11	113058	114333	-	YKL178C	STE3	ORF-T	XU09	FALSE
chr11	115406	118470	-	YKL176C	LST4	ORF-T	SGD	FALSE
chr11	120366	122470	-	YKL174C	TPO5	ORF-T	SGD	FALSE
chr11	127986	130346	-	SUT659	SUT659	SUT	XU09	FALSE
chr11	131178	133618	-	YKL168C	KKQ8	ORF-T	SGD	FALSE
chr11	133674	134306	-	YKL167C	MRP49	ORF-T	SGD	FALSE
chr11	134418	135994	-	YKL166C	TPK3	ORF-T	SGD	FALSE
chr11	136010	137803	-	YKL165C-A	YKL165C-A	other	XU09	FALSE
chr11	137875	140883	-	YKL165C	MCD4	ORF-T	SGD	FALSE
chr11	140899	141155	-	tE(UUC)K	tE(UUC)K	other	XU09	FALSE
chr11	141659	143299	-	YKL164C	PIR1	ORF-T	SGD	FALSE
chr11	143636	144023	-	SY_K0304C	SY_K0304C	SUT	genenv	TRUE
chr11	145969	146602	-	YKL162C-A	YKL162C-A	ORF-T	SGD	TRUE
chr11	147218	147841	-	SY_K0306C	SY_K0306C	SUT	genenv	TRUE
chr11	147869	149357	-	YKL162C	YKL162C	ORF-T	SGD	FALSE
chr11	149469	151301	-	YKL161C	KDX1	ORF-T	SGD	FALSE
chr11	151317	153501	-	SUT661	SUT661	SUT	XU09	FALSE
chr11	154021	154925	-	YKL159C	RCN1	ORF-T	SGD	FALSE
chr11	159510	161798	-	YKL155C	RSM22	ORF-T	SGD	FALSE
chr11	163056	163784	-	SY_K0312C	SY_K0312C	SUT	genenv	TRUE
chr11	163903	164871	-	YKL152C	GPM1	ORF-T	SGD	FALSE
chr11	165239	166687	-	YKL151C	YKL151C	ORF-T	SGD	FALSE
chr11	167847	169265	-	YKL149C	DBR1	ORF-T	SGD	FALSE
chr11	169361	171954	-	YKL148C	SDH1	ORF-T	SGD	FALSE
chr11	176004	176972	-	YKL144C	RPC25	ORF-T	SGD	FALSE
chr11	179508	179885	-	SUT662	SUT662	SUT	XU09	FALSE
chr11	184903	185494	-	YKL138C-A	HSK3	ORF-T	SGD	FALSE
chr11	185590	186238	-	YKL138C	MRPL31	ORF-T	SGD	FALSE
chr11	186708	189204	-	YKL135C	APL2	ORF-T	SGD	FALSE
chr11	189276	191939	-	YKL134C	OCT1	ORF-T	SGD	FALSE
chr11	192059	193556	-	YKL133C	YKL133C	ORF-T	SGD	FALSE
chr11	193660	195412	-	YKL132C	RMA1	ORF-T	SGD	FALSE
chr11	195564	196534	-	YKL130C	SHE2	ORF-T	SGD	FALSE
chr11	196606	200710	-	YKL129C	MYO3	ORF-T	SGD	FALSE
chr11	200798	202236	-	YKL128C	PMU1	ORF-T	SGD	FALSE
chr11	202292	203069	-	SY_K0328C	SUT_SY0884	SUT	XU11	FALSE
chr11	204354	205426	-	SUT663	SUT663	SUT	XU09	FALSE
chr11	210243	210443	-	SY_K0330C	SUT_SY0886	SUT	XU11	FALSE
chr11	210781	211904	-	SY_K0331C	SY_K0331C	SUT	genenv	TRUE
chr11	212771	213518	-	YKL122C	SRP21	ORF-T	SGD	FALSE
chr11	218857	219745	-	YKL119C	VPH2	ORF-T	SGD	FALSE
chr11	221538	223570	-	YKL116C	PRR1	ORF-T	SGD	FALSE
chr11	223714	224986	-	YKL114C	APN1	ORF-T	SGD	FALSE
chr11	225066	226394	-	YKL113C	RAD27	ORF-T	SGD	FALSE
chr11	229242	230586	-	YKL110C	KTI12	ORF-T	SGD	FALSE
chr11	231100	231404	-	CUT707	CUT707	CUT	XU09	FALSE
chr11	232370	234490	-	SY_K0339C	SUT_SY0887	SUT	XU11	FALSE
chr11	236362	237498	-	YKL106C-A	YKL106C-A	ORF-T	XU09	TRUE
chr11	238442	238626	-	SY_K0341C	SUT_SY0889	SUT	XU11	FALSE
chr11	239378	243242	-	YKL105C	YKL105C	ORF-T	SGD	FALSE
chr11	243362	246050	-	YKL104C	GFA1	ORF-T	SGD	FALSE
chr11	246354	248442	-	YKL103C	LAP4	ORF-T	SGD	FALSE
chr11	251864	252336	-	SY_K0345C	SY_K0345C	SUT	genenv	TRUE
chr11	253923	255963	-	YKL100C	YKL100C	ORF-T	SGD	FALSE
chr11	256099	257028	-	YKL099C	UTP11	ORF-T	SGD	FALSE
chr11	258300	258860	-	CUT708	CUT708	CUT	XU09	FALSE
chr11	260077	260485	-	SUT664	SUT664	SUT	XU09	FALSE
chr11	264703	266447	-	SUT665	SUT665	SUT	XU09	FALSE
chr11	266503	270008	-	YKL092C	BUD2	ORF-T	SGD	FALSE
chr11	270144	271192	-	YKL091C	YKL091C	ORF-T	SGD	FALSE
chr11	271220	273653	-	SUT666	SUT666	SUT	XU09	FALSE
chr11	277465	278425	-	YKL087C	CYT2	ORF-T	SGD	FALSE
chr11	278758	279360	-	SUT668	SUT668	SUT	XU09	FALSE
chr11	279399	280477	-	SY_K0356C	SY_K0356C	SUT	genenv	TRUE
chr11	281359	282903	-	YKL082C	RRP14	ORF-T	SGD	FALSE
chr11	284857	285207	-	SY_K0358C	SY_K0358C	SUT	genenv	TRUE
chr11	293199	294911	-	YKL075C	YKL075C	ORF-T	SGD	FALSE
chr11	294951	296735	-	YKL074C	MUD2	ORF-T	SGD	FALSE
chr11	299865	302518	-	SUT669	SUT669	SUT	XU09	FALSE
chr11	302748	303370	-	SY_K0362C	SY_K0362C	SUT	genenv	TRUE
chr11	303991	307599	-	SUT670	SUT670	SUT	XU09	FALSE
chr11	308790	309150	-	SY_K0364C	SY_K0364C	SUT	genenv	TRUE
chr11	309265	310395	-	SUT671	SUT671	SUT	XU09	FALSE
chr11	316018	316868	-	SUT672	SUT672	SUT	XU09	FALSE
chr11	316966	317744	-	YKL065C	YET1	ORF-T	SGD	FALSE
chr11	321450	322386	-	YKL063C	YKL063C	ORF-T	SGD	FALSE
chr11	326933	328205	-	YKL060C	FBA1	ORF-T	SGD	FALSE
chr11	328598	330190	-	YKL059C	MPE1	ORF-T	SGD	FALSE
chr11	331446	334702	-	YKL057C	NUP120	ORF-T	SGD	FALSE
chr11	334822	335734	-	YKL056C	TMA19	ORF-T	SGD	FALSE
chr11	335833	336873	-	YKL055C	OAR1	ORF-T	SGD	FALSE
chr11	336969	339532	-	YKL054C	DEF1	ORF-T	SGD	FALSE
chr11	339765	340205	-	YKL053C-A	MDM35	ORF-T	SGD	FALSE
chr11	340269	341245	-	YKL052C	ASK1	ORF-T	SGD	FALSE
chr11	341285	341679	-	SY_K0377C	SUT_SY0898	SUT	XU11	FALSE
chr11	341809	342809	-	SUT674	SUT674	SUT	XU09	FALSE
chr11	343394	346538	-	YKL050C	YKL050C	ORF-T	SGD	FALSE
chr11	346626	347522	-	YKL049C	CSE4	ORF-T	SGD	FALSE
chr11	347714	349892	-	YKL048C	ELM1	ORF-T	SGD	FALSE
chr11	351708	353540	-	YKL046C	DCW1	ORF-T	SGD	FALSE
chr11	353548	353948	-	CUT717	CUT717	CUT	XU09	FALSE
chr11	354132	355724	-	SY_K0384C	SUT_SY0901	SUT	XU11	FALSE
chr11	355806	356984	-	SUT675	SUT675	SUT	XU09	FALSE
chr11	360804	361524	-	SUT676	SUT676	SUT	XU09	FALSE
chr11	361540	362564	-	YKL040C	NFU1	ORF-T	SGD	FALSE
chr11	362596	363094	-	SUT677	SUT677	SUT	XU09	FALSE
chr11	364988	365836	-	SUT678	SUT678	SUT	XU09	FALSE
chr11	369918	370294	-	YKL036C	YKL036C	other	XU09	FALSE
chr11	375240	375568	-	SY_K0391C	SUT_SY0907	SUT	XU11	FALSE
chr11	379473	380109	-	SY_K0392C	SUT_SY0908	SUT	XU11	FALSE
chr11	380677	382757	-	YKL032C	IXR1	ORF-T	SGD	FALSE
chr11	382805	383209	-	SY_K0394C	SY_K0394C	SUT	genenv	TRUE
chr11	383367	385567	-	YKL029C	MAE1	ORF-T	SGD	FALSE
chr11	385635	386220	-	SY_K0396C	SY_K0396C	SUT	genenv	TRUE
chr11	388169	388959	-	SY_K0397C	SY_K0397C	SUT	genenv	TRUE
chr11	389757	390717	-	YKL026C	GPX1	ORF-T	SGD	FALSE
chr11	390909	393053	-	YKL025C	PAN3	ORF-T	SGD	FALSE
